STAR,MSINI,MSTAR,HIPP,V,VURL,VREF,TEFF,LOGG,DIST,BMV,J,H,VSINI,RHK,MASSREF,MASSURL,KS,SPECREF,SPECURL,BINARYREF,BINARYURL,NAME,OTHERNAME,COMP,HD,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA,DEC,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,MICROLENSING,IMAGING,TIMING,ASTROMETRY,PAR,GAMMA,PER,ECC,OM,K,T0,DVDT,I,A,MASS,SEP,TREND,LAMBDA,BIGOM,DEPTH,T14,TT,R,AR,B,DENSITY,GRAVITY,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH58,SEDEPTH80,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,FIRSTREF,FIRSTURL,ORBREF,ORBURL,RSTAR,RHOSTAR,FE,SHK,KP,JSNAME,EPEURL,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,EANAME,EAURL
,mjupiter,msun,,,,,k,,pc,,,,km/s,,,,,,,,,,,,,,,,,,,hr,deg,,,,,,,,,,,marcsec,km/s,day,,deg,m/s,jd,m/s/day,deg,au,mjupiter,au,,deg,deg,,day,,rjupiter,,,g/cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsun,g/cm^3,,,,,,,,,,,
Kepler-797,,0.96,,,,,5680,4.47,752,,13.293,12.897,,,estimated from radius; see EOD documentation,,12.841,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-797 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.81393055597941,41.78169444402059,19:48:50.15,+41:46:54.1,,1238.01,1,1,0,0,0,0,1.32979,,27.07237711,0,90,,,,,0.174066,0.0162741,0.174066,0,,,0.000450288,0.28929,2454972.112,0.194,39.4887,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02122,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.95,,-0.02,,14.556,,,,,,,Kepler-797 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-797+b&type=PLANET+HOST
Kepler-160,,,,,,,5857,4.51,,,13.46,13.101,,,estimated from radius; see EOD documentation,,13.052,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-160 b,KOI-456,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.18489999996291,42.86928055551317,19:11:05.64,+42:52:09.41,,456.02,1,1,0,0,0,0,,,4.309427,,90,,2454967.03257,,,0.0518266,0.0115417,0.0518266,0,,,,0.125917,2454967.03257,0.13739,12.6352,0.68,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.884,,,,,Kepler-160,http://exoplanet.eu/star.php?st=Kepler-160,,,Kepler-160,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-160,Kepler-160 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-160+b&type=PLANET+HOST
Kepler-1066,,0.98,,,,,5762,4.45,399,,11.783,11.403,,,estimated from radius; see EOD documentation,,11.362,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1066 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.92443888876173,46.50225000010597,19:55:27.98,+46:30:08.1,,2035.01,1,1,0,0,0,0,2.50627,,1.93155984,0,90,,,,,0.03015,0.0181548,0.03015,0,,,0.000495953,0.067846,2454964.766,0.211,6.63045,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02227,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.98,,-0.03,,13.007,,,,,,,Kepler-1066 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1066+b&type=PLANET+HOST
Kepler-1318,,0.73,,,,,4598,4.62,475,,13.514,12.875,,,estimated from radius; see EOD documentation,,12.767,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1318 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.35842222213745,41.15075000001325,19:21:30.32,+41:09:02.7,,2703.01,1,1,0,0,0,0,2.10526,,213.257663,0,90,,,,,0.629,0.028747,0.629,0,,,0.0016769,0.32396,2455101.136,0.277,193.658,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.04095,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.7,,-0.01,,15.165,,,,,,,Kepler-1318 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1318+b&type=PLANET+HOST
CoRoT-11,2.33146,1.27,,12.8,,,6440,4.22,558.971,0.93,11.589,11.416,40,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,11.248,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,,,CoRoT-11 b,2MASS 18424494+0556156,b,,,,,0,,,18.71248611132304,5.937694444391463,18:42:44.950,+05:56:15.7,,,0,1,0,0,0,0,1.789,,2.99433,0,90,280,2454597.679,,83.17,0.0440549,2.34813,0.0440549,0,0.1,,0.011449,0.1042,2454597.679,1.43,6.93036,0.818,0.99,3.45836,1,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,,,0,,,,,,,,,,,88,,22,1,0,Transit,Transit,2010,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,1.37,0.4929,-0.03,,,CoRoT-11,http://exoplanet.eu/star.php?st=CoRoT-11,CoRoT-11 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-11&PLANET=b,CoRoT-Exo-11b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-11b,CoRoT-11 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=CoRoT-11+b&type=PLANET+HOST
Kepler-1415,,0.89,,,,,5267,4.54,1066,,14.39,13.972,,,estimated from radius; see EOD documentation,,13.951,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1415 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.01046111106873,47.87333333333333,19:00:37.66,+47:52:24.0,,3032.01,1,1,0,0,0,0,0.938086,,0.63642408,0,90,,,,,0.0139284,0.00709482,0.0139284,0,,,0.000188513,0.044183,2454964.69,0.115,3.57358,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01373,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.84,,0.12,,15.744,,,,,,,Kepler-1415 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1415+b&type=PLANET+HOST
Kepler-398,,,,,,,4493,4.689,,,11.514,10.932,,,estimated from radius; see EOD documentation,,10.794,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-398 b,KOI-2693,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.43123888863458,40.34385000016955,19:25:52.46,+40:20:37.86,,2693.01,1,1,0,0,0,0,,,4.081423,,90,,2454966.85795,,,0.0499821,0.00225059,0.0499821,0,,,,0.0952917,2454966.85795,0.082969,17.5726,0.87,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.613,,,,,Kepler-398,http://exoplanet.eu/star.php?st=Kepler-398,,,Kepler-398,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-398,Kepler-398 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-398+b&type=PLANET+HOST
Kepler-443,,0.738,,,,,4723,4.614,779,,14.37,13.8,,,estimated from radius; see EOD documentation,,13.81,,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Kepler-443 b,KOI-4745,b,,,,,0,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,19.24070277796852,49.9686388888624,19:14:26.53,+49:58:07.10,,4745.01,1,1,0,0,0,0,1.2837,-24,177.6693,0,90,,2455630.246,,89.94,0.558942,0.0177875,0.558942,0,,,0.00092416,0.372917,2455630.246,0.20787,170.626,0.26,,,1,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,,0.0304,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2010,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,0.706,2.96,-0.01,,15.891,Kepler-443,http://exoplanet.eu/star.php?st=Kepler-443,,,KIC 11757451,http://simbad.harvard.edu/simbad/sim-id?Ident=KIC+11757451,Kepler-443 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-443+b&type=PLANET+HOST
Kepler-746,,0.91,,,,,5418,4.46,450,,12.307,11.883,,,estimated from radius; see EOD documentation,,11.815,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-746 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.37881666713291,37.35511111100515,19:22:43.74,+37:21:18.4,,1002.01,1,1,0,0,0,0,2.22222,,3.48159251,0,90,,,,,0.0435651,0.00422224,0.0435651,0,,,0.000117506,0.076621,2454965.99,0.099,10.0957,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01084,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.93,,0.09,,13.615,,,,,,,Kepler-746 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-746+b&type=PLANET+HOST
Kepler-1348,,1.04,,,,,5911,4.42,1033,,13.618,13.297,,,estimated from radius; see EOD documentation,,13.242,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1348 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.47249722215864,49.78877777788374,19:28:20.99,+49:47:19.6,,2791.01,1,1,0,0,0,0,0.968054,,27.5722742,0,90,,,,,0.180967,0.0142915,0.180967,0,,,0.000286625,0.2205,2454978.393,0.173,37.5014,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01693,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.04,,-0.01,,14.718,,,,,,,Kepler-1348 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1348+b&type=PLANET+HOST
GJ 436,0.0725512,0.452,57087,10.68,,,3350,4.843,10.141,1.52,6.9,6.319,0,-5.23057,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,6.073,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,,,GJ 436 b,,b,,,,436,0,,,11.70291944450802,26.70854722234938,11:42:10.51,+26:42:30.77,,,0,1,0,0,0,0,98.61,9.54358,2.64385,0.16,351,18.34,2451551.716,0.00372603,86.36,0.0287188,0.0726979,0.0287188,1,,,0.006956,0.0317,2454415.62074,0.3767,13.3392,0.848,1.69,3.10597,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,,,1,,,,,,,0.00041,,0.00033,0.000452,4.27,2.4649,59,1,0,RV,RV,2004,Butler 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..580B,Maness 2007,http://adsabs.harvard.edu/abs/2007PASP..119...90M,0.464,4.593,,0.725858,,GJ 436,http://exoplanet.eu/star.php?st=GJ+436,GJ436 b,http://var2.astro.cz/ETD/etd.php?STARNAME=GJ436&PLANET=b,GJ 436,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+436,GJ 436 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=GJ+436+b&type=PLANET+HOST
Kepler-1231,,1.01,,,,,5778,4.44,948,,13.55,13.238,,,estimated from radius; see EOD documentation,,13.175,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1231 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.23922499974569,42.6056666665607,19:14:21.21,+42:36:20.4,,2420.01,1,1,0,0,0,0,1.05485,,10.41725184,0,90,,,,,0.0936589,0.00991268,0.0936589,0,,,0.000164866,0.17446,2454970.459,0.127,20.1851,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01284,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,,0.06,,14.746,,,,,,,Kepler-1231 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1231+b&type=PLANET+HOST
Kepler-815,,1.25,,,,,5028,3.46,1199,,11.794,11.295,,,estimated from radius; see EOD documentation,,11.191,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-815 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.01474166658189,47.88138888888889,19:00:53.07,+47:52:53.0,,1314.01,1,1,0,0,0,0,0.834028,,8.57503552,0,90,,,,,0.0883216,0.055479,0.0883216,0,,,0.000130416,0.35604,2454973.139,0.367,5.56574,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01142,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,3.42,,-0.03,,13.242,,,,,,,Kepler-815 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-815+b&type=PLANET+HOST
Kepler-578,,0.87,,,,,5334,4.54,568,,13.087,12.653,,,estimated from radius; see EOD documentation,,12.561,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-578 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.25033055557145,39.56366666687859,19:15:01.19,+39:33:49.2,,496.01,1,1,0,0,0,0,1.76056,,1.6168837,0,90,,,,,0.0257374,0.0147338,0.0257374,0,,,0.000476549,0.066021,2455002.803,0.178,6.68297,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02183,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.83,,-0.03,,14.411,,,,,,,Kepler-578 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-578+b&type=PLANET+HOST
XO-2S,0.259,0.982,,11.08,,,5399,4.43,,0.841,9.742,9.371,1.7,,Set to MSINI; I unknown,,9.272,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,XO-2S b,2MASS J07480748+5013032,b,,,,,1,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,7.802076944510142,50.2175,07:48:07.477,+50:13:03.,,,0,1,0,0,0,0,,46.543,18.157,0.18,331.9,20.64,2456413.11,0.0531,,0.134393,0.259,0.134393,1,,,,,,,28.3961,,,,0,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,,,0,,Predicted,,,,,,,,,3.1,,63,2,1,RV,RV,2014,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,1.02,,0.39,,,XO-2S b,http://exoplanet.eu/star.php?st=XO-2S+b,,,TYC 3413-210-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3413-210-1,XO-2 S b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=XO-2+S+b&type=PLANET+HOST
Kepler-364,,,,,,,6108,4.273,,,12.676,12.419,,,estimated from radius; see EOD documentation,,12.388,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-364 b,KOI-2153,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,18.77133055580987,47.39868888854981,18:46:16.79,+47:23:55.28,,2153.02,1,1,0,0,0,0,,,25.745718,,90,,2454968.95058,,,0.170638,0.011604,0.170638,0,,,,0.290958,2454968.95058,0.138282,28.6414,0.68,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.284,,,,,Kepler-364,http://exoplanet.eu/star.php?st=Kepler-364,,,Kepler-364,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-364,Kepler-364 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-364+b&type=PLANET+HOST
Kepler-609,,1.09,,,,,5971,4.36,1143,,13.651,13.353,,,estimated from radius; see EOD documentation,,13.281,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-609 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.48135555585225,44.7000277777782,19:28:52.88,+44:42:00.1,,580.01,1,1,0,0,0,0,0.874891,,6.52121067,0,90,,,,,0.070302,0.0337813,0.070302,0,,,0.00070278,0.117046,2455008.711,0.299,13.2906,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02651,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.14,,0.06,,14.856,,,,,,,Kepler-609 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-609+b&type=PLANET+HOST
Kepler-1606,,0.9,,,,,5422,4.53,880,,13.875,13.502,,,estimated from radius; see EOD documentation,,13.4,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1606 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.09188333352407,43.07325000021193,19:05:30.78,+43:04:23.7,,4450.01,1,1,0,0,0,0,1.13636,,196.435224,0,90,,,,,0.638509,0.015383,0.638509,0,,,0.000494618,0.35842,2455006.705,0.185,160.011,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02224,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.86,,0.01,,15.139,,,,,KOI-4450.01,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-4450.01,Kepler-1606 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1606+b&type=PLANET+HOST
Kepler-290,,,,,,,5147,4.622,,,14.054,13.58,,,estimated from radius; see EOD documentation,,13.45,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-290 b,KOI-1360,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.09400000042385,42.68155000050862,19:05:38.40,+42:40:53.58,,1360.02,1,1,0,0,0,0,,,14.589347,,90,,2454974.93413,,,0.11685,0.0169862,0.11685,0,,,,0.100167,2454974.93413,0.200732,33.8941,0.6,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.743,,,,,Kepler-290,http://exoplanet.eu/star.php?st=Kepler-290,,,Kepler-290,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-290,Kepler-290 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-290+b&type=PLANET+HOST
Kepler-926,,1.01,,,,,5806,4.43,771,,13.105,12.789,,,estimated from radius; see EOD documentation,,12.687,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-926 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.31195555580987,40.70047222223547,19:18:43.04,+40:42:01.7,,1677.01,1,1,0,0,0,0,1.29702,,52.0688601,0,90,,,,,0.273799,0.0175728,0.273799,0,,,0.00043264,0.126817,2455011.156,0.206,58.4242,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0208,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.01,,0.03,,14.279,,,,,,,Kepler-926 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-926+b&type=PLANET+HOST
Kepler-544,,1.16,,,,,6206,4.33,797,,12.578,12.318,,,estimated from radius; see EOD documentation,,12.289,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-544 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.60193888889419,39.05183333330684,19:36:06.98,+39:03:06.6,,393.01,1,1,0,0,0,0,1.25471,,21.41616926,0,90,,,,,0.158582,0.0157709,0.158582,0,,,0.000264062,0.29537,2455009.251,0.189,28.014,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01625,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.22,,0.02,,13.542,,,,,,,Kepler-544 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-544+b&type=PLANET+HOST
WASP-37,1.79324,0.925,,12.704,,,5800,4.25,343,0.6,11.499,11.181,2.4,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,11.093,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,,,WASP-37 b,2MASS J14474655+0103538,b,,,,,0,,,14.79626666704814,1.064944444232517,14:47:46.560,+01:03:53.8,,,0,1,0,0,0,0,2.91545,,3.577469,0,90,250.7,2455338.6188,,88.82,0.0446312,1.79362,0.0446312,0,,,0.01427,0.1304,2455338.6188,1.16,9.59002,0.198,1.5295,3.51655,1,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,,,0,,,,,,,,,,,0.0164,1,13,1,0,Transit,Transit,2011,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,1.003,0.931,-0.4,,,WASP-37,http://exoplanet.eu/star.php?st=WASP-37,WASP-37 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-37&PLANET=b,GSC 00326-00658,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+00326-00658,WASP-37 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-37+b&type=PLANET+HOST
